name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,humidity,precip,windgust,windspeed,cloudcover,description,icon
NgheAn,2022-11-23,25.1,23.1,23.7,25.1,23.1,23.7,93.3,217.2,22.7,16.9,96.6,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2022-11-24,26.1,23.7,24.6,26.1,23.7,24.6,91.5,13.6,22.7,17.6,94.6,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2022-11-25,25.2,23.2,24.3,25.2,23.2,24.3,91.9,121.9,16.9,15.5,98.8,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2022-11-26,27.6,23.7,25.2,31,23.7,25.5,88.9,0.6,16.9,13,54.5,Partly cloudy throughout the day with rain in the morning and afternoon,rain
NgheAn,2022-11-27,29.6,23.9,25.8,34.5,23.9,26.8,87.1,0,25.2,18,30.7,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2022-11-28,31.6,24.3,26.6,37.7,24.3,28.1,82.1,0.1,26.6,15.1,27.3,Partly cloudy throughout the day with afternoon rain,rain
NgheAn,2022-11-29,31.2,24.7,26.9,37.9,24.7,28.7,83.6,0,26.6,16.9,17.5,Clear conditions throughout the day,clear-day
NgheAn,2022-11-30,29.7,24.7,26.3,35.5,24.7,27.5,86,1.4,26.3,21.6,29.6,Clearing in the afternoon with rain,rain
NgheAn,2022-12-01,25.7,17.2,22.2,25.7,17.2,22.2,90.1,16.5,41.8,37.1,91.4,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2022-12-02,18,15.7,17.2,18,15.7,17.2,84.4,5.6,25.9,22.3,96.6,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2022-12-03,21.6,16.9,19.2,21.6,16.9,19.2,79.6,0.4,14,11.5,97.6,Cloudy skies throughout the day with rain,rain
NgheAn,2022-12-04,21.6,19.6,20.7,21.6,19.6,20.7,89,3.9,29.2,23,99.8,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2022-12-05,19.7,16.1,17.5,19.7,16.1,17.5,85.4,12.6,30.6,27,100,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2022-12-06,19.1,16.6,17.7,19.1,16.6,17.7,81.1,1.1,20.9,16.6,100,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2022-12-07,20.7,17.2,18.8,20.7,17.2,18.8,88.3,0.2,21.6,15.1,100,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2022-12-08,21.3,17.7,19.7,21.3,17.7,19.7,88.8,0.6,27.7,22,99.9,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2022-12-09,21.1,18.7,20.1,21.1,18.7,20.1,87.8,0.2,26.6,19.8,99.9,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2022-12-10,20.9,19.1,20,20.9,19.1,20,89.4,0.2,29.2,23,100,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2022-12-11,19.8,17.1,18.6,19.8,17.1,18.6,86.2,2.3,29.5,23.8,100,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2022-12-12,19.1,16.1,18,19.1,16.1,18,78.3,1.3,32.4,25.6,88.2,Partly cloudy throughout the day with a chance of rain throughout the day,rain
NgheAn,2022-12-13,20.1,14.5,17.2,20.1,14.5,17.2,74.7,0,16.9,14.8,41.4,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2022-12-14,21.5,13.7,17.6,21.5,13.7,17.6,68.7,0.1,20.2,18.7,30.1,Clearing in the afternoon with afternoon rain,rain
NgheAn,2022-12-15,21.5,13.7,17.3,21.5,13.7,17.3,71.1,0,9.7,9.7,13.8,Clear conditions throughout the day,clear-day
NgheAn,2022-12-16,21.5,14.1,18.4,21.5,14.1,18.4,79.3,0.4,25.2,19.8,50.1,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2022-12-17,20.3,16.5,18.1,20.3,16.5,18.1,66.1,1.5,40.3,33.1,100,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2022-12-18,18,12.6,15.9,18,12.6,15.9,51.1,0,40.3,34.6,70.3,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2022-12-19,18.5,11.7,15.3,18.5,11.7,15.3,59.2,0,16.2,13.7,55.2,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2022-12-20,20.7,13.5,17,20.7,13.5,17,71.9,0.3,18.7,14,83.1,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2022-12-21,19.6,15.1,17.7,19.6,15.1,17.7,72.3,4.3,38.5,31,84.2,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2022-12-22,22.1,13.7,17.5,22.1,13.7,17.5,72.8,0,13.7,11.2,66.3,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2022-12-23,23.5,15.7,18.8,23.5,15.7,18.8,73.4,0,19.4,15.8,72.8,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2022-12-24,19.9,17.5,18.6,19.9,17.5,18.6,76.7,0.1,25.9,18.4,90.4,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2022-12-25,22.5,14.6,18.1,22.5,14.6,18.1,71.3,0,15.8,13.3,46,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2022-12-26,22.2,15.7,18.9,22.2,15.7,18.9,79.1,0.1,14,11.9,43.7,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2022-12-27,22.1,19,20.2,22.1,19,20.2,83.5,1.6,13.7,14.8,86.7,Partly cloudy throughout the day with a chance of rain throughout the day,rain
NgheAn,2022-12-28,21.7,16.4,19.4,21.7,16.4,19.4,84.4,0.6,45.4,38.2,84.4,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2022-12-29,16.1,14.7,15.4,16.1,14.7,15.4,76.4,1,29.9,23.4,99.8,Cloudy skies throughout the day with rain,rain
NgheAn,2022-12-30,16.4,14.5,15.5,16.4,14.5,15.5,71.5,0.2,19.1,15.8,99.3,Cloudy skies throughout the day with rain clearing later.,rain
NgheAn,2022-12-31,17.9,14.7,16.6,17.9,14.7,16.6,71.6,0.1,19.4,15.8,79.7,Partly cloudy throughout the day with morning rain,rain
NgheAn,2023-01-01,18.7,15.1,17.2,18.7,15.1,17.2,70.2,0.2,19.8,15.8,88.9,Partly cloudy throughout the day with early morning rain,rain
NgheAn,2023-01-02,18.1,15.8,17.3,18.1,15.8,17.3,78.8,0.2,21.2,16.9,99.3,Cloudy skies throughout the day with rain in the morning and afternoon,rain
NgheAn,2023-01-03,17.5,15.7,16.5,17.5,15.7,16.5,81.4,1.1,20.9,16.6,100,Cloudy skies throughout the day with rain,rain
NgheAn,2023-01-04,18.6,16.1,17.5,18.6,16.1,17.5,78.8,0.1,16.6,13.7,100,Cloudy skies throughout the day with morning rain,rain
NgheAn,2023-01-05,19.5,17.2,18,19.5,17.2,18,87.7,0.4,28.1,21.6,100,Cloudy skies throughout the day with rain in the morning and afternoon,rain
NgheAn,2023-01-06,20.6,17.6,19.3,20.6,17.6,19.3,77.9,0.1,35.6,26.3,96,Cloudy skies throughout the day with early morning rain,rain
NgheAn,2023-01-07,22.3,15.4,18.6,22.3,15.4,18.6,65.3,0,20.2,15.5,50.8,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-01-08,21.8,16.9,18.8,21.8,16.9,18.8,71.1,0,14.8,10.4,92,Cloudy skies throughout the day,cloudy
NgheAn,2023-01-09,21.1,18,18.9,21.1,18,18.9,84.5,0.8,14,11.5,99,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2023-01-10,19.1,17.7,18.5,19.1,17.7,18.5,91.3,3.4,18,12.6,100,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2023-01-11,20.2,18.2,19.3,20.2,18.2,19.3,90.6,8.2,12.6,10.1,96.5,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2023-01-12,22.6,18.7,20.1,22.6,18.7,20.1,92,11.1,15.5,12.2,76.8,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2023-01-13,31.9,18.9,22.6,31.2,18.9,22.7,80.2,0,19.1,16.2,15.4,Clear conditions throughout the day,clear-day
NgheAn,2023-01-14,33.7,19.6,24.6,33.5,19.6,24.7,67.8,0,19.8,14.4,2.5,Clear conditions throughout the day,clear-day
NgheAn,2023-01-15,22.2,18.6,20.4,22.2,18.6,20.4,87.1,0.1,33.8,30.2,68.5,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2023-01-16,18.2,13.2,15.3,18.2,13.2,15.3,86,10.3,42.8,37.4,100,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2023-01-17,16.3,12.7,14.9,16.3,12.7,14.9,87.3,5.6,27.7,24.1,100,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2023-01-18,15.9,12.6,14.3,15.9,12.6,14.3,77.7,1.1,26.3,21.2,98.6,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2023-01-19,16.6,12.7,15,16.6,12.7,15,81.6,0.1,20.5,18,99.2,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2023-01-20,18.1,14.2,16.7,18.1,14.2,16.7,79.2,0.3,24.5,18,88.3,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2023-01-21,21.1,15,17.1,21.1,15,17.1,77.2,0,15.1,12.6,52.8,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-01-22,23,15,18.4,23,15,18.4,83.2,0,17.3,13,37.6,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-01-23,23.7,18.6,20.1,23.7,18.6,20.1,87.6,0.4,25.9,20.5,78.4,Partly cloudy throughout the day with rain,rain
NgheAn,2023-01-24,19.7,13.6,16.1,19.7,13.6,16.1,71.9,2.3,56.9,47.9,86.4,Partly cloudy throughout the day with a chance of rain throughout the day,rain
NgheAn,2023-01-25,17.2,12.2,14.4,17.2,12.2,14.4,67.2,0,12.2,11.5,58,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-01-26,20.7,13.1,16.4,20.7,13.1,16.4,79,0.2,16.9,14.8,48.8,Clearing in the afternoon with late afternoon rain,rain
NgheAn,2023-01-27,18.8,14.1,16.4,18.8,14.1,16.4,78.9,5.7,48.6,40,100,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2023-01-28,16.1,12.1,14.7,16.1,12.1,14.7,62.4,0.4,22.7,18.7,67.8,Partly cloudy throughout the day with rain clearing later.,rain
NgheAn,2023-01-29,18.1,10.2,14.6,18.1,10.2,14.6,60.4,0,22.7,20.2,27.3,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-01-30,20.1,9.7,14.6,20.1,9.7,14.6,59.8,0,12.2,11.9,38.1,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-01-31,21.6,11.1,15.5,21.6,11.1,15.5,69.8,0,20.5,17.6,22.6,Clearing in the afternoon,partly_cloudy_day
NgheAn,2023-02-01,23.7,13.1,17.8,23.7,13.1,17.8,80.5,0,18.7,14,53.9,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-02-02,23,18.1,20.3,23,18.1,20.3,89.2,0.1,17.6,14.8,91.6,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2023-02-03,21.2,19.7,20.2,21.2,19.7,20.2,95.3,6.9,19.4,13.7,100,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2023-02-04,23.1,19.1,20.7,23.1,19.1,20.7,94.1,1.5,18.4,14,95.7,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2023-02-05,23.2,20.1,21.6,23.2,20.1,21.6,92.9,0.1,30.2,18.7,97.1,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2023-02-06,25.1,20.1,21.9,25.1,20.1,21.9,92.5,0.5,24.8,17.6,70.9,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2023-02-07,24.7,20.9,22.1,24.7,20.9,22.1,92.2,1.1,29.5,17.3,73.8,Partly cloudy throughout the day with rain,rain
NgheAn,2023-02-08,25.5,20.9,22.4,25.5,20.9,22.4,92.5,0.7,36.7,19.8,67.7,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2023-02-09,24.2,21,22.6,24.2,21,22.6,92.3,0.2,25.6,18,62.8,Partly cloudy throughout the day with rain clearing later.,rain
NgheAn,2023-02-10,24.2,21.1,22.6,24.2,21.1,22.6,91.5,10.3,40.7,23.4,61.2,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2023-02-11,25.7,21,22.7,25.7,21,22.7,92,0.1,31.7,19.8,45.3,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2023-02-12,27.7,21.1,23.3,31.3,21.1,23.5,88.4,0,27.7,18,30.5,Clearing in the afternoon,partly_cloudy_day
NgheAn,2023-02-13,27.7,20.1,23.1,30.9,20.1,23.2,87,0,19.1,14.4,59,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-02-14,22.2,16.4,19.1,22.2,16.4,19.1,90.9,4.9,36.4,32.4,97.6,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2023-02-15,17.5,15.6,16.7,17.5,15.6,16.7,85.6,4.5,29.9,24.5,100,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2023-02-16,18,15.6,16.8,18,15.6,16.8,84.6,0.1,28.8,22,100,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2023-02-17,20.1,16.1,17.8,20.1,16.1,17.8,81.9,0,16.9,13.3,96.5,Cloudy skies throughout the day,cloudy
NgheAn,2023-02-18,21.6,15.2,19.2,21.6,15.2,19.2,84.7,0.1,21.6,18.4,91.3,Cloudy skies throughout the day with early morning rain,rain
NgheAn,2023-02-19,22.1,19.5,20.2,22.1,19.5,20.2,87.3,0.8,26.3,18.7,89.4,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2023-02-20,22.6,18.4,19.7,22.6,18.4,19.7,79.8,0.2,15.8,15.1,49.1,Partly cloudy throughout the day with morning rain,rain
NgheAn,2023-02-21,22.6,16.7,19.3,22.6,16.7,19.3,82.3,0.3,18.7,16.6,79.5,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2023-02-22,19.7,18.4,19.2,19.7,18.4,19.2,91.1,0.9,25.2,20.5,96.2,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2023-02-23,22.7,18.7,19.8,22.7,18.7,19.8,88.9,0.4,14.8,14,68.1,Partly cloudy throughout the day with rain in the morning and afternoon,rain
NgheAn,2023-02-24,21.5,18.1,19.7,21.5,18.1,19.7,88.7,0.5,33.1,69.9,69.1,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2023-02-25,19.1,17.1,18.1,19.1,17.1,18.1,70.4,0.2,27.7,23.4,80,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2023-02-26,20.1,15.1,17.3,20.1,15.1,17.3,70.1,0,31.3,29.2,43.9,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-02-27,21.1,13.5,16.9,21.1,13.5,16.9,73.3,0.1,22.3,21.2,74.6,Partly cloudy throughout the day with afternoon rain,rain
NgheAn,2023-02-28,21.1,15.4,18.3,21.1,15.4,18.3,80.6,0,13,13,66.4,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-03-01,22.6,16.7,19.4,22.6,16.7,19.4,85.2,0.3,19.1,14,85.6,Partly cloudy throughout the day with rain,rain
NgheAn,2023-03-02,25,18.9,20.5,25,18.9,20.5,81.5,0.5,17.6,14.4,65.2,Partly cloudy throughout the day with rain clearing later.,rain
NgheAn,2023-03-03,22.4,17.2,19.6,22.4,17.2,19.6,83.7,0.2,16.6,14.4,35.1,Partly cloudy throughout the day with rain,rain
NgheAn,2023-03-04,22.6,18.2,19.8,22.6,18.2,19.8,86.2,0.5,24.1,19.4,61,Partly cloudy throughout the day with rain clearing later.,rain
NgheAn,2023-03-05,23,16.7,19.3,23,16.7,19.3,81.4,0,13,13,45.8,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-03-06,25,17.7,20.2,25,17.7,20.2,83.6,0.1,31.7,17.3,51.8,Partly cloudy throughout the day with afternoon rain,rain
NgheAn,2023-03-07,23.5,18.3,20.7,23.5,18.3,20.7,84.3,0.1,30.6,17.6,36.5,Partly cloudy throughout the day with afternoon rain,rain
NgheAn,2023-03-08,25.1,18.7,21.2,25.1,18.7,21.2,84.3,0.2,22,16.9,38.5,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2023-03-09,25.5,20.1,21.9,25.5,20.1,21.9,81.3,0.2,16.2,14,63.3,Partly cloudy throughout the day with morning rain,rain
NgheAn,2023-03-10,26.4,19.1,21.5,26.4,19.1,21.5,81.3,0,36.4,23.4,28.9,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-03-11,24.9,19.2,21.9,24.9,19.2,21.9,82.6,0,31.3,20.2,61.8,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-03-12,24.8,20.3,22,24.8,20.3,22,84.5,0.6,18.7,12.6,95.1,Cloudy skies throughout the day with rain,rain
NgheAn,2023-03-13,22.1,16.4,19.5,22.1,16.4,19.5,75.6,0.3,47.2,30.2,96.2,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2023-03-14,24.4,16.8,19.7,24.4,16.8,19.7,73.8,0,30.2,21.6,74.8,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-03-15,25.2,18.2,21.5,25.2,18.2,21.5,84.6,0,39.6,22,54.9,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-03-16,25.2,20.5,22.7,25.2,20.5,22.7,85.3,0,40.3,22.3,67.9,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-03-17,25.6,20.2,22.6,25.6,20.2,22.6,85,0,37.1,22.3,32.6,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-03-18,27.2,20.2,23,28.9,20.2,23.1,82.3,0,29.9,22.3,68.9,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-03-19,27.2,20.2,23.1,28.5,20.2,23.2,83.5,0,38.9,26.3,48,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-03-20,28.1,21.3,23.8,31.3,21.3,24,87.2,0,42.8,27,72.9,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-03-21,32.9,22.6,26.7,35.5,22.6,28,76,0,26.6,22.3,35.3,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-03-22,36.7,25.2,29.7,41.3,25.2,31.1,59.2,0,29.9,24.5,28.5,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-03-23,37.5,25.7,30,40.2,25.7,31.1,57.5,0,31.3,23.4,29.5,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-03-24,38.1,25,29.4,41,25,31.1,60.7,0,45.7,29.9,35.5,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-03-25,29.7,23.3,25.3,34.7,23.3,25.8,88.1,0.1,31.7,23.4,55.4,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2023-03-26,24.7,21.2,22.9,24.7,21.2,22.9,93.5,4.6,27.4,22,98.8,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2023-03-27,22.6,19.1,21.2,22.6,19.1,21.2,91.9,11.2,32.4,28.1,100,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2023-03-28,21.1,18.6,20.2,21.1,18.6,20.2,88.8,7,24.8,19.8,95.2,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2023-03-29,22.2,19.6,20.9,22.2,19.6,20.9,88.9,4.2,18.4,15.5,90.2,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2023-03-30,23.2,20.2,21.9,23.2,20.2,21.9,89.8,0.6,18.4,17.3,97.6,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2023-03-31,23.9,21.2,22.5,23.9,21.2,22.5,92.9,2.9,24.1,18,97,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2023-04-01,26.2,21.2,23.9,26.2,21.2,23.9,91.7,0.7,42.8,27.7,61.4,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2023-04-02,28.2,22.6,25.1,32.8,22.6,25.6,88.9,0.4,38.9,28.4,49.3,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2023-04-03,30.8,23.6,26.3,37.4,23.6,27.6,79,3,43.2,32,50.3,Partly cloudy throughout the day with morning rain,rain
NgheAn,2023-04-04,37.5,24.1,28.9,39.9,24.1,30.2,62.7,0,36.4,22.3,27.7,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-04-05,33.1,24,27.7,40.2,24,29.4,70.4,0,39.6,25.6,54.7,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-04-06,29.9,23.5,25.8,36.7,23.5,26.9,85.4,0.1,31.3,23.8,43.7,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2023-04-07,23.6,21.2,22.6,23.6,21.2,22.6,90.2,0.3,36.4,24.8,99.3,Cloudy skies throughout the day with early morning rain,rain
NgheAn,2023-04-08,21.9,19.9,21.1,21.9,19.9,21.1,90.6,0.9,26.3,20.2,100,Cloudy skies throughout the day with rain,rain
NgheAn,2023-04-09,22.4,19.7,20.9,22.4,19.7,20.9,86.2,0.2,14,13,88.6,Partly cloudy throughout the day with early morning rain,rain
NgheAn,2023-04-10,24.9,20.4,22.7,24.9,20.4,22.7,89.3,0.1,38.9,28.1,71.7,Partly cloudy throughout the day with morning rain,rain
NgheAn,2023-04-11,26.8,21.7,24.5,29.4,21.7,24.6,91,0,33.1,21.2,55.3,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-04-12,27.4,23.5,25.3,31,23.5,26,91.8,1.5,36,20.2,86.4,Partly cloudy throughout the day with rain,rain
NgheAn,2023-04-13,27.4,23.6,25.5,31.4,23.6,26.1,92.9,1,42.1,28.8,92.9,Cloudy skies throughout the day with early morning rain,rain
NgheAn,2023-04-14,29.1,24.2,25.9,35.5,24.2,27.3,92.5,0.4,34.6,20.5,86,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2023-04-15,25.9,23.6,24.5,25.9,23.6,24.5,95.9,1.3,35.3,25.6,96.9,Cloudy skies throughout the day with rain in the morning and afternoon,rain
NgheAn,2023-04-16,27.9,23.3,24.9,31.4,23.3,25.2,84.5,0.3,20.9,16.2,84.5,Partly cloudy throughout the day with early morning rain,rain
NgheAn,2023-04-17,29.4,23.4,25.8,35.3,23.4,27.1,88,0,54,33.1,58.5,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-04-18,36.2,24.8,28,45.4,24.8,30.9,79.6,0,51.5,29.2,22.5,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-04-19,38.6,26,30.8,47.9,26,34.6,64.5,0,37.4,24.1,30.4,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-04-20,30.4,24.9,27.1,36.9,24.9,29.3,84.2,0,38.5,25.9,43.9,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-04-21,32.6,24.2,27,42.2,24.2,29.5,84.9,0,24.1,19.1,49.9,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-04-22,32.9,25.8,28.2,43.4,25.8,31.3,77,0.1,43.6,27,34.8,Partly cloudy throughout the day with afternoon rain,rain
NgheAn,2023-04-23,33.2,25.2,27.4,43.8,25.2,30.5,84.4,0,41.8,23.8,45.2,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-04-24,32.4,24.1,26.8,41.3,24.1,29.2,84,0.9,24.1,20.9,80.6,Partly cloudy throughout the day with rain,rain
NgheAn,2023-04-25,29.1,22.1,24.8,34.1,22.1,25.3,85.8,1,38.9,33.1,69.5,Partly cloudy throughout the day with afternoon rain,rain
NgheAn,2023-04-26,24.1,20.7,22,24.1,20.7,22,84.5,4.6,22.7,19.4,89,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2023-04-27,29.7,20.7,24.3,33.4,20.7,24.6,83.6,0.6,34.6,24.1,54.2,Clearing in the afternoon with rain,rain
NgheAn,2023-04-28,30.1,23.2,26,35.5,23.2,27.4,86,0.6,38.9,41.8,33.1,Partly cloudy throughout the day with rain,rain
NgheAn,2023-04-29,30.2,23.2,25.8,37.3,23.2,27,88.4,15.2,23.8,19.8,74.9,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2023-04-30,25.2,22.7,23.7,25.2,22.7,23.7,82,4.6,25.2,20.2,80.3,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2023-05-01,27.6,21.5,24.3,30,21.5,24.6,76.8,0,26.3,18.4,37.6,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-05-02,30.5,22.4,25.6,35.7,22.4,26.7,81.2,0.6,40,25.2,42.8,Partly cloudy throughout the day with rain,rain
NgheAn,2023-05-03,31.1,23.6,26.7,38.2,23.6,28.6,84,0.1,34.9,22.7,42.7,Partly cloudy throughout the day with afternoon rain,rain
NgheAn,2023-05-04,32.7,25.1,28.7,44,25.1,32.9,79.8,0,32.8,21.6,41.3,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-05-05,40,27.7,31.7,49.4,30.4,37.6,66.7,0,36,24.5,31,Becoming cloudy in the afternoon,partly_cloudy_day
NgheAn,2023-05-06,40.2,29.4,32.9,52.8,32.8,39.6,61.9,0,38.5,22,31.1,Becoming cloudy in the afternoon,partly_cloudy_day
NgheAn,2023-05-07,37.2,25.2,31.3,53.2,25.2,37.6,70.1,8.1,47.5,45.7,54.9,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2023-05-08,30.6,25,26.6,36,25,27.5,86.5,58.7,26.6,20.5,95.4,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2023-05-09,28.2,25.4,26.7,33.1,25.4,28.2,86.1,0.6,15.5,16.6,72.2,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2023-05-10,31.2,25.2,27.4,39.8,25.2,30.7,86.4,0.8,29.5,20.5,67.2,Partly cloudy throughout the day with rain,rain
NgheAn,2023-05-11,30.5,24.7,26.9,36.8,24.7,29.1,86.9,9.6,16.9,12.6,83,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2023-05-12,27,22.1,24.3,31,22.1,24.4,90.6,83.7,40.7,30.6,94.3,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2023-05-13,26.5,22.1,24.2,26.5,22.1,24.2,82.7,1.3,31.3,26.6,96.7,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2023-05-14,27.5,23,24.8,29.9,23,24.8,77.9,0.2,17.6,15.1,85.9,Partly cloudy throughout the day with rain,rain
NgheAn,2023-05-15,29.2,23.1,25.9,33.7,23.1,26.9,83.5,0.1,28.1,21.6,86.3,Partly cloudy throughout the day with early morning rain,rain
NgheAn,2023-05-16,38,24.9,30.4,44,24.9,33.2,66.3,0,39.6,27,62.7,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-05-17,38.2,27.1,32.2,44.5,28.8,35.6,54.3,0,46.4,28.1,30.9,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-05-18,39.6,27.6,32.5,47.8,29.2,37,55.4,0,30.2,18.4,22.5,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-05-19,39.5,28.2,31.6,53.2,30.4,37.6,64.8,0,40,28.4,51.9,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2023-05-20,37.6,27.8,30.8,49,30.8,37.5,71.8,0,28.1,19.4,19.5,Clear conditions throughout the day,clear-day
NgheAn,2023-05-21,38.2,28,30.9,50.1,30.9,37.9,72.5,0,35.6,30.2,32.1,Partly cloudy throughout the day,partly_cloudy_day
